OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount,PaymentID,ShippingID,OrderStatus
58,1484,104,2023-11-09,3,41400,124200,58,58,Delivered
59,4097,345,2023-12-22,2,17928,35856,59,59,Shipped
60,152,376,2023-07-14,5,36313,181565,60,60,Delivered
61,3541,337,2025-05-04,4,35976,143904,61,61,Shipped
62,1881,176,2025-01-16,2,46515,93030,62,62,Delivered
63,1064,8,2025-01-28,1,41189,41189,63,63,Shipped
64,693,341,2024-11-17,4,33357,133428,64,64,Cancelled
65,371,236,2023-10-03,2,10524,21048,65,65,Delivered
66,4482,166,2023-11-13,2,2457,4914,66,66,Delivered
67,3127,43,2024-05-29,4,18479,73916,67,67,Delivered
68,745,136,2024-02-14,1,9628,9628,68,68,Delivered
69,2493,323,2024-08-22,2,5736,11472,69,69,Cancelled
70,3191,392,2024-05-21,3,47430,142290,70,70,Delivered
71,359,423,2024-03-15,5,41312,206560,71,71,Delivered
72,4132,292,2024-08-21,1,45188,45188,72,72,Delivered
73,698,16,2024-10-14,1,8922,8922,73,73,Delivered
74,4576,26,2024-06-28,1,41240,41240,74,74,Delivered
75,3744,409,2024-05-30,1,49238,49238,75,75,Shipped
76,542,382,2025-04-08,4,16727,66908,76,76,Delivered
77,1891,379,2025-05-15,4,32571,130284,77,77,Delivered
78,383,316,2024-09-06,2,5277,10554,78,78,Delivered
79,4652,69,2023-03-04,1,31815,31815,79,79,Delivered
80,4011,149,2024-04-20,5,18913,94565,80,80,Delivered
81,2554,44,2023-10-24,4,1347,5388,81,81,Delivered
82,3170,108,2024-08-18,2,5089,10178,82,82,Delivered
83,2946,68,2024-06-04,5,41597,207985,83,83,Delivered
84,1896,255,2023-01-26,4,26026,104104,84,84,Delivered
85,3322,155,2023-12-19,2,27474,54948,85,85,Delivered
86,2659,385,2023-05-03,3,26300,78900,86,86,Shipped
87,2375,130,2024-02-07,3,4458,13374,87,87,Delivered
88,3507,387,2023-10-15,3,3363,10089,88,88,Delivered
89,2043,498,2024-06-07,3,28789,86367,89,89,Delivered
90,3278,468,2023-07-28,5,36194,180970,90,90,Delivered
91,3694,315,2025-06-09,2,42437,84874,91,91,Delivered
92,1399,242,2023-10-16,4,22722,90888,92,92,Delivered
93,3328,336,2024-05-09,2,19915,39830,93,93,Delivered
94,1325,39,2025-04-11,2,33007,66014,94,94,Delivered
95,3687,219,2023-07-17,2,36099,72198,95,95,Delivered
96,747,164,2023-09-22,2,24337,48674,96,96,Shipped
97,3137,212,2024-01-21,5,13962,69810,97,97,Delivered
98,4705,496,2024-12-04,3,8449,25347,98,98,Delivered
99,2221,460,2024-02-14,2,25402,50804,99,99,Delivered
100,1043,17,2025-02-21,4,46698,186792,100,100,Shipped
101,2,38,2025-05-25,4,34793,139172,101,101,Delivered
102,1834,80,2024-11-29,2,34433,68866,102,102,Delivered
103,697,283,2025-03-12,1,289,289,103,103,Delivered
104,1049,321,2024-10-13,3,34819,104457,104,104,Delivered
105,2461,269,2024-02-02,5,12763,63815,105,105,Delivered
106,4404,155,2023-11-20,4,18458,73832,106,106,Delivered
107,1924,281,2024-02-26,2,2118,4236,107,107,Delivered
108,1591,256,2023-09-21,4,5514,22056,108,108,Delivered
109,4039,18,2024-03-06,3,47276,141828,109,109,Delivered
110,2393,379,2023-07-30,5,4619,23095,110,110,Delivered
111,1891,239,2025-02-17,2,17568,35136,111,111,Shipped
112,4998,96,2024-03-03,2,31988,63976,112,112,Shipped
113,3224,28,2024-09-02,2,1748,3496,113,113,Delivered
114,1509,202,2023-11-18,4,46863,187452,114,114,Delivered
115,1563,95,2024-04-23,5,49110,245550,115,115,Delivered
116,3063,170,2023-04-22,4,11292,45168,116,116,Delivered
117,3443,490,2025-02-16,1,36974,36974,117,117,Delivered
118,719,26,2024-01-17,4,13026,52104,118,118,Delivered
119,2984,378,2024-10-08,4,2184,8736,119,119,Delivered
120,3077,18,2025-04-02,4,4301,17204,120,120,Shipped
121,4962,174,2023-12-10,3,18046,54138,121,121,Cancelled
122,2593,474,2023-01-04,3,19690,59070,122,122,Delivered
123,199,423,2024-05-01,2,7229,14458,123,123,Delivered
124,3523,418,2024-05-23,4,8897,35588,124,124,Delivered
125,4975,121,2024-04-16,3,21141,63423,125,125,Delivered
126,1617,201,2024-02-22,2,16407,32814,126,126,Delivered
127,4462,167,2023-04-18,2,28154,56308,127,127,Cancelled
128,1707,50,2024-12-27,4,32868,131472,128,128,Cancelled
129,3415,236,2023-08-29,5,44378,221890,129,129,Delivered
130,2407,144,2024-01-17,5,17741,88705,130,130,Delivered
131,2027,96,2023-06-07,2,15633,31266,131,131,Delivered
132,531,203,2024-06-03,3,16318,48954,132,132,Delivered
133,304,53,2025-04-18,1,31314,31314,133,133,Delivered
134,2406,120,2023-07-14,1,3502,3502,134,134,Delivered
135,3050,263,2024-09-09,2,29633,59266,135,135,Delivered
136,4884,364,2023-08-11,5,23117,115585,136,136,Delivered
137,1671,131,2025-01-19,1,39483,39483,137,137,Delivered
138,3351,348,2024-09-27,3,12333,36999,138,138,Delivered
139,4490,248,2023-04-14,1,26949,26949,139,139,Delivered
140,4375,47,2024-12-13,2,26268,52536,140,140,Delivered
141,3423,489,2025-02-02,1,20670,20670,141,141,Delivered
142,150,443,2023-07-21,3,42436,127308,142,142,Delivered
143,3557,462,2023-04-27,2,27971,55942,143,143,Shipped
144,3776,396,2023-01-16,2,8718,17436,144,144,Delivered
145,730,294,2025-01-24,5,24503,122515,145,145,Delivered
146,1326,267,2023-04-22,2,4597,9194,146,146,Delivered
147,357,500,2023-02-24,4,20812,83248,147,147,Delivered
148,1313,328,2024-02-19,2,40901,81802,148,148,Delivered
149,4632,112,2024-06-14,1,26397,26397,149,149,Delivered
150,2024,497,2024-07-29,2,2893,5786,150,150,Shipped
151,965,200,2024-07-17,5,30066,150330,151,151,Shipped
152,2525,299,2024-02-03,2,28101,56202,152,152,Delivered
153,1465,12,2024-05-16,1,40759,40759,153,153,Delivered
154,1472,415,2023-04-20,4,26436,105744,154,154,Delivered
155,752,411,2024-06-06,4,33252,133008,155,155,Delivered
156,674,473,2024-06-07,3,47411,142233,156,156,Delivered
157,212,439,2025-01-19,1,40447,40447,157,157,Delivered
158,4030,148,2025-03-18,2,45166,90332,158,158,Delivered
159,2067,82,2023-10-09,3,40408,121224,159,159,Shipped
160,4115,494,2024-08-29,4,13852,55408,160,160,Delivered
161,3050,19,2024-02-18,2,12133,24266,161,161,Delivered
162,3088,87,2025-02-25,3,7741,23223,162,162,Delivered
163,4549,267,2023-04-18,5,45336,226680,163,163,Delivered
164,3044,136,2024-08-14,4,24379,97516,164,164,Delivered
165,1885,91,2023-02-19,5,48932,244660,165,165,Delivered
166,4800,476,2023-01-02,3,48240,144720,166,166,Delivered
167,3541,214,2023-02-18,5,24061,120305,167,167,Delivered
168,183,28,2023-12-30,1,37366,37366,168,168,Delivered
169,1838,212,2024-08-26,5,19936,99680,169,169,Delivered
170,1300,69,2024-12-25,1,16163,16163,170,170,Delivered
171,2210,206,2023-02-27,3,953,2859,171,171,Delivered
172,4739,228,2025-01-21,5,34120,170600,172,172,Delivered
173,505,273,2023-07-10,1,26806,26806,173,173,Delivered
174,4514,337,2024-02-28,2,9523,19046,174,174,Delivered
175,3402,417,2024-06-04,5,11645,58225,175,175,Delivered
176,3916,367,2024-01-20,5,616,3080,176,176,Shipped
177,3707,90,2023-09-25,2,7099,14198,177,177,Delivered
178,2157,365,2024-10-13,1,17631,17631,178,178,Delivered
179,2174,152,2024-06-03,2,5798,11596,179,179,Delivered
180,1305,383,2024-02-03,3,12778,38334,180,180,Delivered
181,3847,242,2023-01-07,5,45919,229595,181,181,Shipped
182,4673,453,2024-02-05,3,14091,42273,182,182,Delivered
183,1185,17,2023-04-20,1,7533,7533,183,183,Delivered
184,236,16,2024-12-10,1,9270,9270,184,184,Delivered
185,383,34,2023-07-24,5,24016,120080,185,185,Shipped
186,3145,55,2023-07-28,2,13682,27364,186,186,Delivered
187,2355,245,2023-04-11,1,8893,8893,187,187,Delivered
188,2615,173,2023-01-22,4,17315,69260,188,188,Delivered
189,2629,394,2024-05-02,5,33212,166060,189,189,Shipped
190,3383,16,2025-03-02,4,34188,136752,190,190,Delivered
191,4407,290,2025-06-01,2,47018,94036,191,191,Shipped
192,3573,1,2023-10-23,5,13440,67200,192,192,Delivered
193,4021,49,2025-03-26,4,45761,183044,193,193,Shipped
194,4221,134,2023-10-18,5,10613,53065,194,194,Shipped
195,1359,57,2025-03-17,1,32331,32331,195,195,Cancelled
196,2914,49,2025-02-02,4,26060,104240,196,196,Delivered
197,1689,156,2024-07-12,3,28253,84759,197,197,Delivered
198,3776,65,2025-02-11,5,39134,195670,198,198,Delivered
199,2855,298,2023-06-09,3,34392,103176,199,199,Shipped
200,2649,87,2024-12-06,4,28957,115828,200,200,Delivered
201,2737,237,2023-07-16,2,33472,66944,201,201,Delivered
202,1278,500,2023-12-01,2,47593,95186,202,202,Delivered
203,2688,490,2025-01-16,2,17153,34306,203,203,Cancelled
204,1601,197,2025-03-24,2,9920,19840,204,204,Delivered
205,1608,56,2023-07-31,1,18602,18602,205,205,Shipped
206,3269,438,2023-08-16,4,45645,182580,206,206,Delivered
207,182,73,2025-01-25,3,39764,119292,207,207,Delivered
208,4703,301,2024-11-14,4,15179,60716,208,208,Delivered
209,1873,348,2023-05-08,2,42243,84486,209,209,Delivered
210,3438,125,2024-12-30,4,46937,187748,210,210,Delivered
211,3729,11,2024-06-14,5,27026,135130,211,211,Delivered
212,88,200,2023-02-09,4,7171,28684,212,212,Delivered
213,4254,179,2024-04-12,1,37854,37854,213,213,Delivered
214,132,328,2023-12-18,3,34389,103167,214,214,Delivered
215,3216,264,2024-09-20,1,47982,47982,215,215,Delivered
216,3129,205,2023-03-18,1,1072,1072,216,216,Delivered
217,4753,136,2023-11-07,1,14908,14908,217,217,Delivered
218,3786,109,2025-03-06,2,8673,17346,218,218,Delivered
219,4605,370,2023-12-28,2,9785,19570,219,219,Delivered
220,4492,333,2023-12-30,2,30962,61924,220,220,Delivered
221,2078,219,2023-01-03,2,31760,63520,221,221,Shipped
222,2473,165,2024-03-14,4,31979,127916,222,222,Delivered
223,1252,476,2023-02-28,3,25438,76314,223,223,Delivered
224,4348,426,2024-08-19,3,41694,125082,224,224,Delivered
225,2401,129,2024-08-15,5,6852,34260,225,225,Delivered
226,2839,402,2024-02-17,2,13866,27732,226,226,Delivered
227,741,343,2025-05-08,5,41919,209595,227,227,Delivered
228,4349,41,2023-04-30,4,44189,176756,228,228,Delivered
229,1142,243,2023-03-01,4,36716,146864,229,229,Delivered
230,2020,256,2024-09-05,2,35559,71118,230,230,Shipped
231,3834,357,2024-11-12,5,32811,164055,231,231,Delivered
232,3431,492,2024-10-14,1,12030,12030,232,232,Delivered
233,4995,24,2024-06-06,3,6358,19074,233,233,Delivered
234,3405,321,2023-04-07,2,22390,44780,234,234,Shipped
235,4306,284,2024-03-21,2,18822,37644,235,235,Delivered
236,2369,150,2024-02-18,3,32557,97671,236,236,Delivered
237,1668,336,2023-12-05,4,7928,31712,237,237,Delivered
238,4805,499,2024-02-13,1,2824,2824,238,238,Delivered
239,408,205,2023-01-07,3,7310,21930,239,239,Delivered
240,4103,466,2024-01-21,5,40290,201450,240,240,Delivered
241,680,109,2024-10-10,1,43912,43912,241,241,Delivered
242,303,216,2023-01-14,1,43173,43173,242,242,Delivered
243,2114,442,2024-03-07,3,12309,36927,243,243,Delivered
244,4738,479,2024-08-04,1,32821,32821,244,244,Delivered
245,3315,229,2024-11-27,1,1126,1126,245,245,Delivered
246,3895,395,2023-04-15,4,36166,144664,246,246,Delivered
247,128,219,2024-12-01,1,811,811,247,247,Delivered
248,1057,242,2025-01-06,1,18251,18251,248,248,Delivered
249,411,188,2025-02-16,2,48023,96046,249,249,Delivered
250,3774,343,2025-01-04,3,3651,10953,250,250,Delivered
251,653,200,2025-01-16,3,20679,62037,251,251,Delivered
252,2591,189,2024-03-25,5,47894,239470,252,252,Delivered
253,2976,489,2025-04-01,2,41468,82936,253,253,Delivered
254,4644,171,2023-03-04,3,18543,55629,254,254,Delivered
255,2721,446,2023-01-16,5,47760,238800,255,255,Shipped
256,3511,500,2024-02-01,2,24885,49770,256,256,Delivered
257,2321,353,2023-09-27,1,21271,21271,257,257,Delivered
258,2364,427,2023-05-31,2,37680,75360,258,258,Delivered
259,2842,274,2024-07-20,1,35588,35588,259,259,Delivered
260,2536,311,2024-02-09,1,44611,44611,260,260,Delivered
261,77,406,2024-07-07,4,30328,121312,261,261,Delivered
262,3262,297,2025-05-03,5,17209,86045,262,262,Delivered
263,1654,97,2023-04-05,2,12803,25606,263,263,Delivered
264,4734,289,2025-03-09,3,26577,79731,264,264,Delivered
265,4041,192,2024-10-09,1,24557,24557,265,265,Delivered
266,4893,16,2024-06-15,3,18585,55755,266,266,Delivered
267,4633,249,2023-08-07,5,37370,186850,267,267,Delivered
268,3661,393,2023-05-15,5,40093,200465,268,268,Delivered
269,1481,194,2023-02-22,1,2003,2003,269,269,Delivered
270,3989,485,2024-10-17,1,39394,39394,270,270,Delivered
271,2107,164,2024-10-18,5,15483,77415,271,271,Delivered
272,1497,230,2023-08-29,2,24508,49016,272,272,Cancelled
273,2097,482,2024-07-20,3,4084,12252,273,273,Shipped
274,3961,29,2023-11-22,1,9689,9689,274,274,Delivered
275,4832,303,2024-10-30,4,49869,199476,275,275,Delivered
276,3196,64,2024-01-24,3,31743,95229,276,276,Delivered
277,3834,368,2023-06-10,2,2560,5120,277,277,Shipped
278,3057,456,2023-04-10,2,29510,59020,278,278,Shipped
279,3706,498,2025-04-22,3,21339,64017,279,279,Delivered
280,1170,170,2023-02-28,2,48438,96876,280,280,Delivered
281,3597,446,2024-03-04,2,17658,35316,281,281,Delivered
282,4678,430,2025-04-03,3,22122,66366,282,282,Delivered
283,3738,463,2023-06-07,4,7682,30728,283,283,Cancelled
284,4588,245,2023-09-21,3,8011,24033,284,284,Delivered
285,1956,474,2024-02-04,2,6594,13188,285,285,Delivered
286,1183,328,2025-04-06,1,29174,29174,286,286,Delivered
287,16,405,2023-07-10,5,18969,94845,287,287,Delivered
288,2268,293,2025-05-13,2,9248,18496,288,288,Delivered
289,1612,308,2024-09-15,1,5929,5929,289,289,Delivered
290,1123,314,2023-11-12,2,38403,76806,290,290,Delivered
291,3344,431,2025-04-10,1,34177,34177,291,291,Delivered
292,740,8,2023-05-17,4,31435,125740,292,292,Shipped
293,4614,426,2023-06-17,3,2603,7809,293,293,Delivered
294,2918,267,2023-03-15,4,33992,135968,294,294,Delivered
295,3125,296,2025-06-12,1,19306,19306,295,295,Delivered
296,4206,14,2023-05-18,5,35414,177070,296,296,Delivered
297,1495,86,2023-09-14,1,20641,20641,297,297,Delivered
298,1599,134,2024-10-14,1,39482,39482,298,298,Delivered
299,843,180,2023-07-03,1,47195,47195,299,299,Delivered
300,4800,257,2023-05-05,3,7411,22233,300,300,Delivered
301,1864,441,2024-11-15,2,9848,19696,301,301,Delivered
302,152,481,2024-03-06,4,45673,182692,302,302,Delivered
303,3242,497,2023-12-13,1,24006,24006,303,303,Delivered
304,4624,412,2025-05-17,3,26453,79359,304,304,Delivered
305,2896,128,2024-10-09,4,43658,174632,305,305,Delivered
306,568,167,2024-05-31,4,13358,53432,306,306,Delivered
307,3253,398,2023-02-17,4,41698,166792,307,307,Shipped
308,2178,470,2024-10-05,5,18119,90595,308,308,Delivered
309,2053,63,2024-03-20,5,1095,5475,309,309,Delivered
310,2502,178,2023-03-03,2,8089,16178,310,310,Delivered
311,3821,303,2024-03-26,5,9926,49630,311,311,Delivered
312,4730,148,2025-01-23,3,16151,48453,312,312,Delivered
313,4997,356,2024-10-27,5,14723,73615,313,313,Delivered
314,3776,457,2024-09-19,5,20103,100515,314,314,Delivered
315,2734,114,2024-07-13,2,33783,67566,315,315,Delivered
316,2889,84,2024-07-24,2,21430,42860,316,316,Delivered
317,2421,30,2024-07-18,1,10591,10591,317,317,Delivered
318,4236,199,2025-01-23,4,23407,93628,318,318,Delivered
319,3415,173,2024-11-22,3,9396,28188,319,319,Delivered
320,779,379,2025-03-14,4,17808,71232,320,320,Delivered
321,3384,446,2024-02-25,1,483,483,321,321,Delivered
322,3257,493,2024-03-03,5,10006,50030,322,322,Shipped
323,910,195,2024-04-13,4,45593,182372,323,323,Delivered
324,3201,270,2024-01-29,5,39221,196105,324,324,Delivered
325,3119,228,2024-07-03,3,12272,36816,325,325,Delivered
326,3089,298,2025-04-21,2,5962,11924,326,326,Shipped
327,2670,105,2023-01-27,4,900,3600,327,327,Delivered
328,4395,397,2024-09-26,3,35491,106473,328,328,Cancelled
329,3191,238,2024-08-31,3,2868,8604,329,329,Delivered
330,4303,118,2024-01-19,1,27038,27038,330,330,Delivered
331,1264,451,2024-05-13,2,27805,55610,331,331,Delivered
332,4343,383,2024-01-07,1,11388,11388,332,332,Delivered
333,1439,57,2023-12-18,3,45412,136236,333,333,Shipped
334,4294,149,2024-06-01,5,13818,69090,334,334,Shipped
335,4629,309,2024-08-06,1,23346,23346,335,335,Cancelled
336,3371,6,2024-12-28,1,20302,20302,336,336,Delivered
337,807,301,2023-01-31,1,43985,43985,337,337,Delivered
338,2180,447,2023-05-28,5,33907,169535,338,338,Delivered
339,1191,81,2024-06-05,5,49974,249870,339,339,Delivered
340,4281,252,2024-03-16,4,40373,161492,340,340,Shipped
341,4742,166,2023-09-01,2,47088,94176,341,341,Delivered
342,815,440,2023-12-24,5,4330,21650,342,342,Delivered
343,448,113,2025-02-21,4,38385,153540,343,343,Cancelled
344,1953,128,2023-06-13,2,3082,6164,344,344,Shipped
345,3731,156,2023-09-16,4,39688,158752,345,345,Cancelled
346,3194,346,2024-02-28,5,14709,73545,346,346,Delivered
347,1994,45,2024-01-02,2,11336,22672,347,347,Delivered
348,4601,186,2024-06-30,1,22155,22155,348,348,Shipped
349,1010,217,2023-09-08,3,36496,109488,349,349,Delivered
350,1943,224,2024-11-11,1,18493,18493,350,350,Delivered
351,759,101,2025-05-05,3,35908,107724,351,351,Delivered
352,1968,82,2023-08-10,3,23328,69984,352,352,Delivered
353,1705,153,2023-07-29,4,33284,133136,353,353,Delivered
354,2137,306,2024-01-12,4,38706,154824,354,354,Delivered
355,1742,65,2024-06-09,1,44623,44623,355,355,Delivered
356,236,337,2023-11-15,5,9707,48535,356,356,Delivered
357,1897,165,2023-04-22,2,43633,87266,357,357,Delivered
358,1580,34,2023-08-20,3,5963,17889,358,358,Delivered
359,2916,207,2024-10-05,4,41358,165432,359,359,Shipped
360,243,188,2023-01-26,3,27238,81714,360,360,Delivered
361,3282,181,2023-10-26,1,12105,12105,361,361,Delivered
362,332,208,2023-06-15,1,40080,40080,362,362,Delivered
363,322,283,2024-10-15,3,41452,124356,363,363,Shipped
364,4079,367,2024-03-21,5,16892,84460,364,364,Delivered
365,917,428,2025-06-15,3,3015,9045,365,365,Shipped
366,2003,349,2025-03-21,1,2633,2633,366,366,Delivered
367,3418,356,2024-09-22,4,49192,196768,367,367,Shipped
368,2860,485,2023-12-15,4,29203,116812,368,368,Delivered
369,4167,28,2024-11-20,2,28272,56544,369,369,Delivered
370,358,488,2023-06-28,5,17317,86585,370,370,Delivered
371,2133,128,2024-01-02,1,11213,11213,371,371,Delivered
372,1124,70,2024-05-09,4,44131,176524,372,372,Delivered
373,3646,69,2023-11-03,3,45947,137841,373,373,Delivered
374,4615,124,2025-04-14,3,41448,124344,374,374,Delivered
375,4905,237,2023-04-28,4,13721,54884,375,375,Delivered
376,1692,23,2023-11-08,1,18607,18607,376,376,Delivered
377,926,83,2024-04-24,3,29368,88104,377,377,Delivered
378,589,24,2025-02-07,1,30904,30904,378,378,Delivered
379,4618,136,2024-05-15,1,42477,42477,379,379,Cancelled
380,2637,5,2024-10-21,3,6161,18483,380,380,Delivered
381,2016,41,2023-01-29,2,49184,98368,381,381,Delivered
382,3014,96,2023-06-22,5,44900,224500,382,382,Delivered
383,2677,195,2025-04-25,2,42621,85242,383,383,Delivered
384,4515,471,2023-09-03,3,16816,50448,384,384,Delivered
385,415,484,2024-03-09,2,32599,65198,385,385,Delivered
386,4761,321,2024-12-05,1,9498,9498,386,386,Delivered
387,735,21,2023-07-15,4,31618,126472,387,387,Delivered
388,4189,218,2023-03-15,2,18763,37526,388,388,Delivered
389,2775,33,2024-11-13,4,776,3104,389,389,Cancelled
390,3104,152,2025-04-03,1,29242,29242,390,390,Delivered
391,3841,44,2024-06-13,5,21413,107065,391,391,Delivered
392,3288,493,2023-03-25,5,40823,204115,392,392,Shipped
393,4991,338,2024-08-07,3,37229,111687,393,393,Delivered
394,2452,444,2024-10-10,3,34960,104880,394,394,Delivered
395,699,76,2024-07-22,5,24580,122900,395,395,Delivered
396,1969,290,2023-09-25,4,26174,104696,396,396,Delivered
397,920,114,2023-04-08,3,42777,128331,397,397,Delivered
398,1860,284,2024-07-08,4,15047,60188,398,398,Delivered
399,4821,291,2024-11-26,1,26940,26940,399,399,Delivered
400,4511,260,2025-01-08,1,41264,41264,400,400,Delivered
401,4459,88,2024-05-01,2,37098,74196,401,401,Delivered
402,472,208,2024-01-17,2,3294,6588,402,402,Delivered
403,3766,154,2023-05-19,1,46561,46561,403,403,Delivered
404,4612,59,2024-01-11,3,11210,33630,404,404,Delivered
405,2095,63,2024-06-09,2,24645,49290,405,405,Delivered
406,357,419,2023-04-13,5,23363,116815,406,406,Delivered
407,280,474,2023-12-29,2,16885,33770,407,407,Delivered
408,3604,59,2023-04-24,1,32184,32184,408,408,Delivered
409,4541,477,2024-11-16,3,45233,135699,409,409,Delivered
410,4411,354,2023-01-15,3,29303,87909,410,410,Delivered
411,3965,448,2023-03-18,1,2523,2523,411,411,Delivered
412,3216,432,2024-12-10,4,10573,42292,412,412,Shipped
413,4236,39,2024-06-24,3,21779,65337,413,413,Delivered
414,358,109,2025-01-14,2,23857,47714,414,414,Delivered
415,2898,161,2024-08-16,1,22187,22187,415,415,Delivered
416,3764,449,2024-10-08,5,3174,15870,416,416,Delivered
417,3150,140,2023-09-26,1,32968,32968,417,417,Delivered
418,1140,358,2025-02-28,1,36941,36941,418,418,Delivered
419,811,186,2025-06-12,3,15800,47400,419,419,Delivered
420,2491,494,2024-01-07,3,48665,145995,420,420,Delivered
421,4512,367,2023-03-03,4,22117,88468,421,421,Delivered
422,4127,189,2023-12-24,2,15588,31176,422,422,Delivered
423,3318,229,2025-03-01,4,37472,149888,423,423,Delivered
424,1179,155,2025-01-14,3,16722,50166,424,424,Delivered
425,1559,299,2023-07-03,1,38533,38533,425,425,Delivered
426,3509,370,2023-11-23,1,31953,31953,426,426,Shipped
427,190,389,2023-10-02,2,41254,82508,427,427,Delivered
428,3274,230,2023-10-17,2,39711,79422,428,428,Shipped
429,1981,376,2024-09-07,1,8655,8655,429,429,Delivered
430,1120,3,2024-07-03,2,17936,35872,430,430,Delivered
431,226,109,2025-06-07,3,21613,64839,431,431,Delivered
432,4996,348,2023-02-28,3,11636,34908,432,432,Shipped
433,2741,398,2024-02-14,4,39380,157520,433,433,Delivered
434,2596,289,2024-03-01,3,3871,11613,434,434,Delivered
435,766,10,2023-05-27,2,13994,27988,435,435,Delivered
436,3468,177,2024-08-25,5,44774,223870,436,436,Shipped
437,4711,170,2024-09-25,2,48767,97534,437,437,Delivered
438,2534,334,2024-04-09,5,46492,232460,438,438,Delivered
439,2245,68,2024-07-25,3,792,2376,439,439,Delivered
440,1870,206,2024-10-01,1,2031,2031,440,440,Delivered
441,1679,285,2024-09-12,2,17181,34362,441,441,Delivered
442,4330,15,2023-09-06,3,46706,140118,442,442,Delivered
443,3187,236,2025-03-19,2,21422,42844,443,443,Shipped
444,537,414,2025-06-03,4,44385,177540,444,444,Delivered
445,3359,465,2024-10-04,4,43260,173040,445,445,Shipped
446,2149,364,2023-08-25,4,16048,64192,446,446,Delivered
447,2445,451,2024-08-06,4,14395,57580,447,447,Delivered
448,2459,145,2023-01-05,1,21927,21927,448,448,Delivered
449,5000,306,2024-08-16,4,14098,56392,449,449,Delivered
450,379,400,2024-03-21,4,12147,48588,450,450,Shipped
