ProductID,ProductName,CategoryID,Brand,UnitPrice,StockQuantity,Rating
81,Product_81,14,Puma,5288,378,3.6
82,Product_82,1,Boat,17994,286,4.0
83,Product_83,13,Puma,37341,233,4.9
84,Product_84,9,Boat,12995,332,4.5
85,Product_85,3,LG,3870,239,4.6
86,Product_86,10,Samsung,20378,334,3.9
87,Product_87,11,Apple,16351,287,5.0
88,Product_88,9,Apple,38050,41,4.9
89,Product_89,2,LG,22172,367,4.1
90,Product_90,13,Boat,30656,234,4.1
91,Product_91,2,Dell,22372,76,3.9
92,Product_92,7,Samsung,6519,257,3.6
93,Product_93,3,Apple,29681,226,4.0
94,Product_94,2,Puma,30785,398,4.7
95,Product_95,3,Nike,43812,115,4.3
96,Product_96,5,Sony,15273,166,4.2
97,Product_97,14,Nike,29063,245,4.5
98,Product_98,6,Adidas,47944,86,3.6
99,Product_99,15,Sony,41888,311,4.5
100,Product_100,3,HP,17748,278,4.3
101,Product_101,8,Adidas,23842,372,4.3
102,Product_102,3,Puma,11432,327,4.4
103,Product_103,4,Adidas,41397,381,4.0
104,Product_104,8,Samsung,10909,368,4.9
105,Product_105,1,Dell,16104,304,4.3
106,Product_106,11,Boat,13008,375,4.4
107,Product_107,9,LG,25373,156,4.3
108,Product_108,5,Nike,44589,242,3.9
109,Product_109,9,Adidas,21112,380,4.6
110,Product_110,13,Sony,8776,373,3.9
111,Product_111,2,HP,48240,293,4.1
112,Product_112,8,Boat,11080,413,5.0
113,Product_113,8,Adidas,22055,453,3.8
114,Product_114,4,LG,394,490,4.1
115,Product_115,3,Samsung,7039,220,4.1
116,Product_116,4,LG,4073,69,3.9
117,Product_117,15,Nike,6220,201,4.1
118,Product_118,4,LG,45356,185,3.8
119,Product_119,14,Boat,14079,215,3.8
120,Product_120,14,HP,36677,224,3.8
121,Product_121,4,Adidas,24083,245,3.5
122,Product_122,5,LG,24042,195,4.7
123,Product_123,2,LG,13529,148,4.8
124,Product_124,15,Nike,5708,49,3.7
125,Product_125,6,LG,37939,145,3.9
126,Product_126,10,Sony,31529,338,3.9
127,Product_127,13,Apple,41604,293,4.3
128,Product_128,5,Nike,41190,403,4.0
129,Product_129,4,HP,7386,470,4.1
130,Product_130,3,Dell,7490,72,5.0
131,Product_131,7,LG,49511,261,4.5
132,Product_132,3,LG,43494,208,3.9
133,Product_133,10,Dell,33040,236,3.8
134,Product_134,8,Adidas,21381,119,4.5
135,Product_135,10,Dell,34823,461,4.2
136,Product_136,13,Dell,7949,194,3.9
137,Product_137,1,Samsung,30655,171,4.7
138,Product_138,5,Sony,42858,48,4.7
139,Product_139,4,LG,31664,462,4.4
140,Product_140,15,Adidas,3392,183,4.9
141,Product_141,14,HP,11440,143,4.0
142,Product_142,4,Apple,1885,380,4.3
143,Product_143,3,LG,26709,163,4.9
144,Product_144,4,Puma,35266,337,4.5
145,Product_145,7,Nike,20420,115,4.6
146,Product_146,14,Apple,17806,333,4.1
147,Product_147,7,Boat,48459,390,4.4
148,Product_148,2,Samsung,24947,424,4.8
149,Product_149,11,Boat,16082,393,4.2
150,Product_150,5,Dell,6913,461,4.7
151,Product_151,13,Apple,34204,477,4.2
152,Product_152,12,Samsung,25481,183,3.5
153,Product_153,2,LG,28889,52,4.0
154,Product_154,1,Apple,7243,471,3.7
155,Product_155,1,Nike,47854,107,3.6
156,Product_156,1,Samsung,16867,399,3.6
157,Product_157,15,Puma,11017,295,4.9
158,Product_158,10,HP,27438,414,5.0
159,Product_159,14,HP,15065,337,3.7
160,Product_160,15,Nike,4137,293,4.1
161,Product_161,2,LG,49190,369,4.4
162,Product_162,5,Nike,24574,28,4.8
163,Product_163,10,Boat,25151,326,4.4
164,Product_164,11,Puma,33312,458,3.9
165,Product_165,1,Samsung,42623,44,3.9
166,Product_166,5,LG,9140,141,4.1
167,Product_167,11,Puma,14803,441,4.2
168,Product_168,4,HP,27930,44,4.6
169,Product_169,6,Dell,24331,96,4.3
170,Product_170,15,Sony,48687,316,4.6
171,Product_171,10,LG,30147,175,4.5
172,Product_172,12,Boat,14181,468,4.6
173,Product_173,8,Dell,33219,97,4.4
174,Product_174,1,Sony,20803,265,4.2
175,Product_175,8,Dell,42229,283,4.8
176,Product_176,4,Boat,29270,232,3.5
177,Product_177,5,Apple,2845,198,4.4
178,Product_178,10,LG,48025,354,4.3
179,Product_179,6,Samsung,18598,428,4.8
180,Product_180,10,Samsung,15691,184,5.0
181,Product_181,7,Samsung,8940,281,4.0
182,Product_182,9,Boat,40764,333,4.9
183,Product_183,7,Samsung,40662,224,3.8
184,Product_184,5,Puma,25942,18,4.9
185,Product_185,6,Apple,11433,54,3.6
186,Product_186,9,LG,8688,209,3.7
187,Product_187,3,Boat,20568,439,4.5
188,Product_188,15,Apple,34697,21,4.8
189,Product_189,3,LG,22825,308,3.9
190,Product_190,9,Sony,39950,334,3.9
191,Product_191,7,Sony,15955,182,3.7
192,Product_192,5,Adidas,31043,405,4.2
193,Product_193,12,Dell,21882,29,4.7
194,Product_194,12,Boat,44882,484,4.0
195,Product_195,13,Sony,30264,468,3.8
196,Product_196,15,LG,36908,425,4.6
197,Product_197,12,Sony,47872,481,4.6
198,Product_198,6,Apple,11371,97,4.9
199,Product_199,14,HP,19234,224,4.2
200,Product_200,10,Samsung,5593,347,4.2
201,Product_201,6,Nike,10541,446,4.2
202,Product_202,13,Nike,40908,150,4.3
203,Product_203,13,Boat,21679,459,3.7
204,Product_204,13,Dell,26244,264,3.9
205,Product_205,14,Dell,37145,325,3.6
206,Product_206,1,Adidas,43766,274,4.0
207,Product_207,1,Puma,260,40,4.3
208,Product_208,13,Apple,22645,302,4.6
209,Product_209,3,LG,9604,222,4.3
210,Product_210,6,Puma,21182,123,4.8
211,Product_211,9,Sony,4734,372,5.0
212,Product_212,11,Dell,31793,202,4.6
213,Product_213,6,Nike,40506,155,4.1
214,Product_214,5,Nike,47583,232,4.6
215,Product_215,1,LG,4102,271,4.0
216,Product_216,1,Boat,16326,114,3.9
217,Product_217,7,Apple,4718,279,4.4
218,Product_218,9,Puma,12576,239,3.7
219,Product_219,3,Boat,23093,318,4.8
220,Product_220,4,Adidas,45520,269,3.6
221,Product_221,2,Dell,4522,256,3.6
222,Product_222,15,Boat,3363,135,3.8
223,Product_223,14,Adidas,4207,268,4.7
224,Product_224,5,LG,5890,280,4.5
225,Product_225,4,Boat,42974,421,4.8
226,Product_226,1,Nike,44566,18,4.4
227,Product_227,15,Adidas,5912,123,4.2
228,Product_228,9,HP,3364,384,3.7
229,Product_229,15,Apple,2258,307,3.9
230,Product_230,7,Puma,47704,380,4.9
231,Product_231,8,Puma,30594,242,3.9
232,Product_232,7,Sony,30093,203,4.0
233,Product_233,6,LG,21880,326,4.8
234,Product_234,4,LG,33247,66,4.4
235,Product_235,13,LG,13441,193,4.7
236,Product_236,12,Apple,7269,471,3.6
237,Product_237,7,Dell,13590,303,4.0
238,Product_238,4,Adidas,3431,285,4.4
239,Product_239,13,Nike,12792,363,3.9
240,Product_240,11,Apple,13685,196,4.5
241,Product_241,2,LG,43114,276,4.0
242,Product_242,12,Samsung,30642,21,3.7
243,Product_243,5,Samsung,28522,80,4.7
244,Product_244,7,Samsung,25464,235,3.9
245,Product_245,2,Sony,41634,73,4.6
246,Product_246,5,LG,33429,254,4.2
247,Product_247,2,Boat,18920,297,5.0
248,Product_248,12,LG,43512,79,4.2
249,Product_249,15,Dell,29927,137,3.6
250,Product_250,10,LG,3717,233,4.4
251,Product_251,14,Puma,11267,186,3.8
252,Product_252,1,Nike,15200,389,4.7
253,Product_253,6,HP,40832,115,4.2
254,Product_254,13,Apple,10738,201,4.3
255,Product_255,9,LG,34981,402,4.3
256,Product_256,15,Apple,38980,352,4.8
257,Product_257,12,Dell,19871,435,4.4
258,Product_258,2,Boat,44679,381,4.0
259,Product_259,10,Apple,49295,371,4.6
260,Product_260,5,Sony,25993,346,5.0
261,Product_261,5,Boat,16677,402,4.0
262,Product_262,4,Dell,586,25,3.9
263,Product_263,6,Nike,20067,456,3.7
264,Product_264,15,HP,24820,263,4.3
265,Product_265,6,LG,32555,465,3.5
266,Product_266,2,HP,38730,250,4.6
267,Product_267,10,Sony,3152,73,4.8
268,Product_268,5,Boat,29784,490,3.6
269,Product_269,15,Dell,44703,395,3.8
270,Product_270,8,Nike,49926,338,4.9
271,Product_271,15,Samsung,48886,75,4.9
272,Product_272,12,Samsung,3954,418,4.5
273,Product_273,11,Apple,30440,257,4.9
274,Product_274,1,Puma,16014,148,4.6
275,Product_275,7,Samsung,44300,137,3.7
276,Product_276,2,Adidas,43691,162,3.5
277,Product_277,8,Dell,40706,75,4.7
278,Product_278,12,Apple,25453,463,3.9
279,Product_279,8,Sony,11831,259,4.0
280,Product_280,11,Nike,47225,267,4.6
281,Product_281,11,Adidas,8424,399,4.3
282,Product_282,7,Puma,45240,470,4.3
283,Product_283,15,Apple,23469,358,3.6
284,Product_284,15,Boat,34348,488,4.3
285,Product_285,6,Sony,48874,249,3.7
286,Product_286,6,Sony,27455,356,4.1
287,Product_287,14,Boat,27370,296,5.0
288,Product_288,15,LG,3027,299,3.9
289,Product_289,15,Adidas,25628,138,4.1
290,Product_290,1,Sony,37468,461,4.1
291,Product_291,2,Boat,7839,452,4.9
292,Product_292,4,Adidas,38670,181,4.1
293,Product_293,4,Nike,8831,143,4.9
294,Product_294,15,Apple,33673,86,4.1
295,Product_295,10,Boat,4615,313,3.7
296,Product_296,3,Boat,37392,240,4.8
297,Product_297,15,LG,36771,439,4.6
298,Product_298,15,Boat,38193,258,4.3
299,Product_299,9,Puma,37625,395,4.7
300,Product_300,11,Dell,26961,388,3.8
301,Product_301,10,Boat,14910,39,4.0
302,Product_302,8,Samsung,17230,372,3.8
303,Product_303,10,Nike,12024,400,4.0
304,Product_304,10,Apple,27853,138,3.7
305,Product_305,1,Apple,8991,257,3.9
306,Product_306,10,Samsung,7448,259,4.1
307,Product_307,2,Dell,6129,302,4.7
308,Product_308,14,Boat,16172,248,5.0
309,Product_309,11,Samsung,34551,195,4.5
310,Product_310,4,Boat,490,225,4.7
311,Product_311,3,Adidas,991,221,3.8
312,Product_312,7,Puma,13705,338,4.6
313,Product_313,8,Puma,24691,210,4.4
314,Product_314,5,Nike,40044,276,4.0
315,Product_315,2,Samsung,19727,460,3.5
316,Product_316,12,Samsung,14427,447,4.6
317,Product_317,8,Adidas,1410,121,4.6
318,Product_318,5,HP,11610,373,4.2
319,Product_319,14,Boat,13767,393,4.7
320,Product_320,3,Adidas,22583,439,4.1
321,Product_321,2,HP,33941,363,4.6
322,Product_322,1,Adidas,35592,11,4.5
323,Product_323,7,Dell,21795,268,4.5
324,Product_324,7,Nike,43540,44,4.3
325,Product_325,4,Apple,46741,62,3.6
326,Product_326,15,Nike,33132,400,3.6
327,Product_327,8,Dell,2167,424,4.9
328,Product_328,11,Boat,27980,207,4.1
329,Product_329,7,Dell,20104,255,3.8
330,Product_330,2,Adidas,10578,222,4.9
331,Product_331,6,Dell,33978,153,4.0
332,Product_332,4,Adidas,45018,261,4.4
333,Product_333,12,Nike,43967,349,4.4
334,Product_334,1,Adidas,32349,194,3.8
335,Product_335,11,Adidas,43866,390,3.7
336,Product_336,4,Nike,46762,138,4.6
337,Product_337,3,Puma,45332,178,4.1
338,Product_338,14,Apple,38345,333,4.0
339,Product_339,14,Adidas,3772,199,4.1
340,Product_340,8,HP,4236,243,4.7
341,Product_341,3,Boat,21811,87,3.9
342,Product_342,14,Dell,19343,417,4.3
343,Product_343,2,HP,23500,91,4.7
344,Product_344,10,HP,15794,269,4.3
345,Product_345,3,Samsung,46929,47,4.0
346,Product_346,5,Dell,30792,236,4.2
347,Product_347,5,Dell,6049,135,4.1
348,Product_348,2,Boat,23271,235,4.1
349,Product_349,6,Nike,33501,471,5.0
350,Product_350,3,Boat,7312,439,4.4
351,Product_351,6,LG,46627,485,4.3
352,Product_352,14,Samsung,8787,298,4.0
353,Product_353,14,LG,38237,408,3.9
354,Product_354,11,LG,48719,449,4.0
355,Product_355,8,Boat,26092,49,4.6
356,Product_356,4,HP,35330,442,4.2
357,Product_357,11,Sony,1278,407,4.6
358,Product_358,15,Samsung,46536,468,4.4
359,Product_359,2,Sony,39150,187,4.6
360,Product_360,12,Puma,33988,106,3.7
361,Product_361,4,Dell,45876,343,5.0
362,Product_362,13,Sony,49797,312,4.6
363,Product_363,7,Samsung,7869,306,4.7
364,Product_364,2,Nike,41954,245,3.5
365,Product_365,7,Apple,37026,406,4.0
366,Product_366,4,Boat,2450,371,4.3
367,Product_367,9,Samsung,28927,79,3.5
368,Product_368,3,Samsung,14846,484,4.5
369,Product_369,4,HP,36187,61,4.9
370,Product_370,3,Samsung,49899,477,4.4
371,Product_371,7,Boat,31443,229,5.0
372,Product_372,8,Nike,1343,112,4.5
373,Product_373,4,LG,16598,267,3.8
374,Product_374,15,Boat,23897,225,4.2
375,Product_375,8,Apple,38165,332,4.5
376,Product_376,6,Boat,43411,448,4.0
377,Product_377,13,LG,12900,311,4.1
378,Product_378,8,Samsung,21017,143,4.1
379,Product_379,8,Adidas,39589,134,3.6
380,Product_380,5,Dell,569,312,4.9
381,Product_381,6,LG,28099,467,4.3
382,Product_382,9,Puma,49107,133,4.6
383,Product_383,1,Sony,34113,267,4.1
384,Product_384,2,Samsung,10740,179,3.8
385,Product_385,2,Nike,38852,420,3.8
386,Product_386,14,Boat,8574,171,3.9
387,Product_387,8,HP,3391,361,3.5
388,Product_388,6,HP,3591,166,3.5
389,Product_389,2,LG,25503,72,4.7
390,Product_390,10,Puma,48258,16,3.6
391,Product_391,2,Dell,44208,38,4.9
392,Product_392,15,Samsung,29740,117,4.3
393,Product_393,6,LG,25922,235,4.9
394,Product_394,12,Adidas,41540,168,4.6
395,Product_395,5,Adidas,26537,395,4.4
396,Product_396,14,Dell,41895,26,4.3
397,Product_397,5,Apple,14006,64,4.4
398,Product_398,6,Dell,24970,264,3.6
399,Product_399,4,Nike,7357,112,4.9
400,Product_400,6,LG,8447,487,4.5
401,Product_401,11,LG,43109,415,4.6
402,Product_402,6,Apple,6987,54,4.9
403,Product_403,10,Samsung,13065,396,4.0
404,Product_404,5,Samsung,38068,160,3.7
405,Product_405,10,LG,4332,432,3.8
406,Product_406,10,Puma,40927,329,4.6
407,Product_407,10,Samsung,47955,359,3.8
408,Product_408,13,Nike,16381,295,4.3
409,Product_409,8,Boat,30887,209,4.8
410,Product_410,1,Boat,11034,440,4.6
411,Product_411,10,Sony,4855,467,3.8
412,Product_412,14,LG,1294,341,3.8
413,Product_413,10,Puma,36252,121,4.3
414,Product_414,5,LG,44051,368,4.5
415,Product_415,1,HP,6748,271,3.8
416,Product_416,4,Nike,45457,397,4.4
417,Product_417,4,Dell,45032,429,4.2
418,Product_418,1,Nike,25420,395,4.1
419,Product_419,9,Nike,489,251,3.7
420,Product_420,15,LG,36850,50,4.3
421,Product_421,2,Adidas,14831,432,4.8
422,Product_422,2,Puma,33581,222,3.6
423,Product_423,8,Puma,26807,441,4.2
424,Product_424,2,Dell,9151,370,4.7
425,Product_425,14,HP,36419,320,3.7
426,Product_426,1,Adidas,4071,481,3.7
427,Product_427,8,Sony,28895,148,3.6
428,Product_428,9,Dell,49509,474,3.8
429,Product_429,11,Samsung,13911,223,3.5
430,Product_430,8,Puma,34925,256,3.7
431,Product_431,14,Nike,17651,398,4.4
432,Product_432,11,Nike,24972,175,4.0
433,Product_433,15,Puma,4403,106,4.9
434,Product_434,5,Dell,27345,254,4.9
435,Product_435,12,Sony,6409,365,4.6
436,Product_436,6,Adidas,29862,192,4.6
437,Product_437,6,Puma,47331,163,5.0
438,Product_438,5,HP,35054,84,5.0
439,Product_439,6,Nike,47405,224,4.5
440,Product_440,10,Dell,3380,372,3.7
441,Product_441,9,Sony,7030,400,4.9
442,Product_442,14,Apple,20822,386,4.1
443,Product_443,15,Adidas,15418,288,4.8
444,Product_444,2,Sony,30343,229,3.9
445,Product_445,7,Puma,2629,342,4.1
446,Product_446,11,Boat,49411,453,4.8
447,Product_447,9,Samsung,40079,288,3.8
448,Product_448,12,Adidas,4637,450,4.4
449,Product_449,5,Boat,21408,369,3.6
450,Product_450,13,Puma,21174,270,4.9
451,Product_451,1,Adidas,41199,163,4.6
452,Product_452,15,Sony,24895,113,4.5
453,Product_453,14,Adidas,35620,305,3.7
454,Product_454,5,Dell,23764,80,3.9
455,Product_455,6,Puma,3712,183,3.6
456,Product_456,14,Sony,47547,250,4.8
457,Product_457,11,Nike,26573,108,4.3
458,Product_458,1,Adidas,11091,147,5.0
459,Product_459,12,Nike,30607,55,4.1
460,Product_460,11,HP,49184,353,4.1
461,Product_461,3,HP,41614,203,4.4
462,Product_462,8,LG,31749,223,4.6
463,Product_463,3,Adidas,41657,250,3.5
464,Product_464,11,HP,22779,343,5.0
465,Product_465,8,HP,49838,237,4.6
466,Product_466,12,Nike,27280,279,3.6
467,Product_467,14,Adidas,8251,417,4.4
468,Product_468,3,Dell,18584,56,4.7
469,Product_469,12,Nike,46186,124,3.7
470,Product_470,13,Samsung,25874,104,4.0
471,Product_471,11,Dell,16630,454,4.6
472,Product_472,15,HP,23827,150,4.0
473,Product_473,5,Apple,35534,323,3.7
474,Product_474,9,HP,15865,53,3.9
475,Product_475,1,Samsung,15420,187,4.1
476,Product_476,1,Adidas,10588,268,3.7
477,Product_477,8,Adidas,21589,351,4.0
478,Product_478,10,Samsung,20408,238,4.4
479,Product_479,13,HP,25123,194,4.2
480,Product_480,7,HP,38487,375,4.2
481,Product_481,3,Apple,12959,85,4.7
482,Product_482,13,Sony,4111,278,4.1
483,Product_483,14,HP,26924,474,4.3
484,Product_484,7,LG,41167,117,3.9
485,Product_485,7,Samsung,45106,358,4.3
486,Product_486,14,HP,11658,117,3.5
487,Product_487,3,Sony,35876,234,3.8
488,Product_488,10,LG,26090,249,4.9
489,Product_489,11,Adidas,25951,117,3.6
490,Product_490,4,Adidas,1277,446,4.3
491,Product_491,7,Samsung,6958,250,3.7
492,Product_492,7,Nike,33895,403,3.5
493,Product_493,4,Boat,20620,321,3.6
494,Product_494,14,LG,43944,265,3.9
495,Product_495,2,Apple,28584,423,5.0
496,Product_496,5,Adidas,44752,27,3.8
497,Product_497,2,Samsung,46948,496,4.5
498,Product_498,7,Boat,15592,403,4.1
499,Product_499,3,Nike,34551,150,4.0
500,Product_500,6,LG,4942,158,4.6
