ReviewID,CustomerID,ProductID,Rating,ReviewText,ReviewDate
315,3100,159,5,Amazing experience,2025-04-18
316,1837,267,1,Not satisfied,2024-01-18
317,2452,347,5,Not satisfied,2024-09-06
318,171,89,1,Very good,2023-11-07
319,3660,59,2,Good value,2023-02-01
320,1696,122,4,Good value,2024-09-21
321,3256,82,5,Highly recommended,2023-03-21
322,3632,9,5,Good value,2025-03-12
323,4019,209,5,Excellent product,2023-05-17
324,3955,352,4,Amazing experience,2023-07-22
325,1129,400,1,Excellent product,2024-08-02
326,2826,66,2,Worth buying,2025-03-06
327,4213,50,3,Average quality,2024-02-26
328,2927,369,4,Good value,2025-01-04
329,4846,133,5,Quality could improve,2024-04-07
330,3456,157,1,Very good,2023-08-16
331,420,67,3,Fast delivery,2024-10-14
332,3761,434,1,Worth buying,2024-10-24
333,4391,180,4,Quality could improve,2023-04-03
334,4917,440,1,Worth buying,2023-08-20
335,3935,135,4,Good value,2025-05-24
336,3011,5,2,Not satisfied,2024-07-18
337,3543,9,2,Worth buying,2023-12-22
338,1019,228,4,Good value,2023-05-28
339,2874,31,2,Average quality,2025-01-18
340,1512,67,4,Amazing experience,2025-04-02
341,3656,261,1,Worth buying,2024-04-02
342,4626,289,2,Average quality,2023-02-07
343,2957,39,4,Good value,2023-10-19
344,3057,331,3,Good value,2023-08-08
345,2988,118,5,Quality could improve,2024-05-06
346,2658,93,4,Worth buying,2023-03-06
347,2518,93,4,Average quality,2024-03-16
348,4976,213,1,Worth buying,2025-03-22
349,4508,138,2,Very good,2024-09-23
350,3151,277,4,Average quality,2025-06-14
351,1912,45,4,Fast delivery,2024-01-11
352,3728,64,5,Worth buying,2024-09-27
353,974,138,2,Highly recommended,2024-11-19
354,815,34,2,Excellent product,2024-10-18
355,2768,483,1,Fast delivery,2025-02-14
356,801,283,3,Quality could improve,2024-06-07
357,4161,475,1,Highly recommended,2023-11-04
358,4975,409,4,Excellent product,2023-12-31
359,3735,470,2,Very good,2023-01-29
360,2025,264,5,Fast delivery,2025-04-05
361,1607,227,2,Worth buying,2023-07-29
362,1145,418,2,Average quality,2023-06-03
363,2448,191,2,Amazing experience,2024-02-03
364,4152,251,1,Quality could improve,2023-05-06
365,2008,211,5,Good value,2024-04-02
366,882,184,2,Not satisfied,2024-04-11
367,1873,475,5,Amazing experience,2025-03-07
368,4840,342,4,Average quality,2023-05-03
369,3028,21,5,Excellent product,2024-01-28
370,72,272,2,Excellent product,2024-11-05
371,1516,149,3,Worth buying,2023-12-06
372,4927,278,2,Highly recommended,2025-04-04
373,4423,142,3,Very good,2025-01-08
374,4282,1,3,Excellent product,2024-09-09
375,3393,240,3,Good value,2024-09-07
376,4317,152,1,Not satisfied,2023-11-28
377,289,468,5,Fast delivery,2024-04-23
378,2331,206,2,Good value,2023-03-09
379,1945,15,1,Average quality,2025-04-09
380,595,17,4,Fast delivery,2024-11-01
381,4814,485,3,Very good,2025-04-07
382,3411,208,4,Average quality,2023-06-02
383,877,291,2,Quality could improve,2024-08-28
384,744,317,2,Fast delivery,2023-12-29
385,2000,114,1,Excellent product,2024-12-30
386,589,216,2,Very good,2024-02-06
387,160,483,2,Not satisfied,2024-06-08
388,3465,409,2,Average quality,2024-07-12
389,570,233,4,Amazing experience,2023-08-27
390,88,278,2,Good value,2023-04-28
391,4030,495,4,Good value,2023-03-25
392,4919,255,1,Fast delivery,2023-01-02
393,2239,386,2,Good value,2023-08-19
394,4940,384,2,Good value,2025-01-22
395,4271,435,3,Worth buying,2024-11-05
396,4316,241,2,Highly recommended,2023-03-11
397,50,298,4,Worth buying,2024-05-17
398,4975,243,4,Quality could improve,2023-08-10
399,4981,492,5,Amazing experience,2024-01-04
400,2776,138,5,Fast delivery,2023-12-18
401,4625,284,4,Excellent product,2025-02-11
402,1199,104,5,Not satisfied,2024-07-04
403,700,424,3,Worth buying,2023-06-11
404,3315,154,5,Quality could improve,2023-05-03
405,731,470,5,Very good,2025-02-28
406,1952,326,3,Fast delivery,2024-04-13
407,3063,317,5,Excellent product,2023-07-05
408,706,96,4,Excellent product,2025-01-27
409,3197,96,1,Fast delivery,2023-12-19
410,4965,220,5,Very good,2023-06-30
411,3771,30,1,Worth buying,2024-06-27
412,2496,47,4,Highly recommended,2023-12-19
413,2809,399,1,Highly recommended,2025-05-02
414,398,424,2,Excellent product,2023-01-25
415,1569,235,5,Not satisfied,2023-03-14
416,958,130,3,Not satisfied,2023-03-19
417,1426,240,2,Quality could improve,2023-03-06
418,2335,209,2,Not satisfied,2023-03-02
419,1132,242,1,Fast delivery,2023-02-16
420,1125,283,1,Worth buying,2023-03-17
421,466,255,2,Good value,2024-12-17
422,3893,421,2,Highly recommended,2025-05-05
423,3195,318,5,Highly recommended,2023-12-02
424,4397,414,4,Worth buying,2023-01-25
425,478,33,5,Excellent product,2023-02-23
426,3582,150,4,Quality could improve,2025-06-17
427,1382,218,5,Average quality,2023-01-13
428,3646,94,5,Fast delivery,2025-02-21
429,1519,386,3,Quality could improve,2024-04-21
430,2578,464,1,Average quality,2024-11-22
431,3829,322,5,Very good,2024-11-26
432,903,495,1,Good value,2023-08-16
433,2244,46,5,Not satisfied,2023-05-18
434,496,329,5,Worth buying,2025-02-27
435,3120,492,1,Good value,2023-05-09
436,1100,440,3,Average quality,2023-07-05
437,2636,50,5,Good value,2023-06-13
438,4738,417,3,Excellent product,2025-05-12
439,4974,79,1,Good value,2024-01-19
440,4890,310,3,Good value,2024-03-10
441,3608,445,5,Worth buying,2023-01-22
442,1608,137,5,Excellent product,2025-01-27
443,1791,472,1,Average quality,2023-07-04
444,2689,212,2,Fast delivery,2023-06-30
445,2955,346,2,Very good,2024-04-03
446,2155,196,3,Average quality,2024-07-30
447,3326,318,2,Not satisfied,2024-09-04
448,779,184,3,Fast delivery,2025-03-08
449,4753,217,5,Fast delivery,2023-12-16
450,1062,114,5,Amazing experience,2023-07-15
451,580,162,2,Good value,2025-03-16
452,3719,456,4,Highly recommended,2024-11-17
453,1642,119,4,Good value,2024-08-29
454,4679,321,1,Excellent product,2023-07-28
455,3687,83,2,Highly recommended,2024-03-07
456,3192,128,3,Very good,2023-02-07
457,1859,284,1,Not satisfied,2024-11-07
458,3363,136,3,Amazing experience,2024-09-18
459,1646,149,2,Amazing experience,2024-03-31
460,905,466,1,Amazing experience,2025-04-22
461,4257,470,3,Average quality,2024-03-29
462,4599,210,1,Excellent product,2024-07-02
463,4641,105,5,Worth buying,2024-12-29
464,1296,247,4,Amazing experience,2023-10-02
465,1000,469,5,Not satisfied,2023-07-21
466,3527,356,5,Amazing experience,2024-12-21
467,4407,338,1,Highly recommended,2024-11-06
468,2414,483,3,Excellent product,2024-04-30
469,4075,31,5,Average quality,2023-02-20
470,698,474,4,Amazing experience,2024-07-08
471,209,223,2,Not satisfied,2024-02-14
472,2174,28,3,Quality could improve,2024-07-16
473,1323,69,2,Good value,2025-01-14
474,3746,379,5,Fast delivery,2025-02-10
475,3267,408,5,Quality could improve,2023-12-09
476,378,57,2,Excellent product,2023-10-12
477,1994,173,2,Amazing experience,2024-01-09
478,4080,463,3,Not satisfied,2023-06-21
479,3085,353,5,Average quality,2024-12-12
480,2555,410,1,Quality could improve,2024-10-11
481,4226,442,5,Fast delivery,2024-06-17
482,1386,77,3,Amazing experience,2025-04-17
483,1566,160,5,Good value,2025-04-24
484,3651,166,3,Excellent product,2023-12-07
485,2538,209,4,Amazing experience,2024-01-21
486,2218,73,3,Quality could improve,2025-01-03
487,2356,389,4,Good value,2025-04-28
488,1498,285,5,Average quality,2023-07-27
489,2503,95,1,Good value,2024-04-23
490,2344,317,2,Good value,2025-02-21
491,3732,490,5,Highly recommended,2024-06-23
492,2177,113,5,Highly recommended,2023-04-12
493,571,260,3,Average quality,2025-01-26
494,2505,325,4,Very good,2025-06-12
495,1030,126,2,Amazing experience,2023-05-03
496,4049,115,5,Highly recommended,2025-01-30
497,3492,294,4,Average quality,2024-01-12
498,4253,60,3,Good value,2024-05-31
499,4738,128,2,Fast delivery,2023-10-03
500,184,148,4,Not satisfied,2023-03-04
501,185,165,5,Average quality,2025-04-04
502,3755,306,4,Highly recommended,2023-05-09
503,3695,138,3,Highly recommended,2023-12-12
504,2694,77,2,Fast delivery,2023-04-25
505,3198,425,1,Very good,2024-10-10
506,912,207,2,Quality could improve,2025-05-25
507,3716,326,1,Excellent product,2023-10-10
508,4785,302,5,Good value,2024-10-25
509,2444,45,3,Not satisfied,2024-12-31
510,4850,168,3,Excellent product,2023-02-15
511,852,457,3,Worth buying,2023-03-17
512,583,246,3,Highly recommended,2023-08-05
513,4123,279,1,Quality could improve,2024-10-24
514,380,275,5,Amazing experience,2023-09-05
515,1871,201,3,Worth buying,2025-04-25
516,306,98,4,Not satisfied,2023-08-17
517,1053,142,3,Worth buying,2023-05-04
518,4329,187,3,Worth buying,2024-12-13
519,1365,272,1,Worth buying,2025-06-02
520,3571,211,1,Fast delivery,2025-01-17
521,1528,460,1,Not satisfied,2023-09-30
522,3856,343,4,Amazing experience,2023-04-03
523,3171,211,5,Not satisfied,2023-09-24
524,3641,415,5,Very good,2024-01-17
525,1137,395,1,Quality could improve,2023-04-20
526,4677,465,2,Good value,2024-02-28
527,3956,332,1,Good value,2023-08-27
528,1929,424,3,Average quality,2023-03-29
529,2759,196,2,Not satisfied,2023-10-08
530,4914,32,3,Quality could improve,2024-04-22
531,4982,82,5,Fast delivery,2024-02-13
532,966,300,1,Quality could improve,2023-05-29
533,2144,244,1,Excellent product,2024-12-10
534,3531,100,1,Very good,2025-01-07
535,172,237,5,Amazing experience,2024-08-17
536,3127,490,1,Average quality,2024-11-26
537,2142,39,1,Worth buying,2024-10-06
538,3341,477,1,Fast delivery,2024-09-06
539,1036,130,2,Good value,2024-04-22
540,217,58,4,Worth buying,2025-04-17
541,1863,131,1,Highly recommended,2023-03-20
542,976,469,1,Fast delivery,2024-08-16
543,4461,12,1,Amazing experience,2024-03-03
544,2340,464,4,Highly recommended,2025-05-03
545,3023,386,3,Good value,2025-03-08
546,4914,283,5,Worth buying,2024-03-12
547,4960,79,5,Very good,2024-06-15
548,4061,222,1,Average quality,2024-08-23
549,4301,286,2,Good value,2023-09-20
550,4610,140,2,Fast delivery,2025-01-30
551,3929,431,5,Average quality,2023-03-15
552,4535,449,5,Average quality,2023-06-04
553,3155,42,5,Fast delivery,2024-11-02
554,261,115,1,Quality could improve,2024-07-16
555,1714,149,5,Quality could improve,2023-08-01
556,4649,320,4,Good value,2025-05-14
557,2019,473,1,Not satisfied,2025-01-17
558,3416,263,4,Quality could improve,2023-02-20
559,4528,323,4,Average quality,2024-04-18
560,2991,53,5,Amazing experience,2024-07-20
561,2953,17,1,Fast delivery,2023-08-25
562,3198,179,2,Highly recommended,2023-04-14
563,2372,119,4,Average quality,2024-04-07
564,935,392,3,Good value,2023-10-03
565,3198,365,4,Very good,2023-07-12
566,1930,78,1,Fast delivery,2023-08-21
567,2519,113,4,Average quality,2023-06-26
568,3194,139,2,Highly recommended,2023-04-04
569,2012,418,4,Fast delivery,2025-04-05
570,4449,410,5,Excellent product,2025-01-02
571,2913,6,2,Highly recommended,2024-11-04
572,2617,363,1,Excellent product,2024-04-18
573,4260,121,4,Not satisfied,2024-11-04
574,1082,205,5,Quality could improve,2025-05-06
575,3740,8,1,Fast delivery,2023-10-13
576,3145,132,1,Worth buying,2023-12-12
577,3014,208,5,Quality could improve,2023-10-24
578,1230,234,1,Worth buying,2024-03-28
579,2933,409,2,Good value,2023-10-01
580,4006,321,4,Not satisfied,2024-07-31
581,2675,481,3,Good value,2024-06-18
582,2935,55,2,Average quality,2025-01-07
583,3760,482,3,Quality could improve,2023-12-12
584,3968,468,3,Fast delivery,2023-05-25
585,3862,11,2,Highly recommended,2024-11-17
586,4298,303,5,Highly recommended,2025-01-20
587,3553,169,5,Quality could improve,2024-03-19
588,4674,387,5,Worth buying,2025-02-18
589,2315,351,4,Good value,2024-06-02
590,425,64,5,Amazing experience,2024-07-06
591,855,359,3,Highly recommended,2023-03-15
592,2772,422,4,Quality could improve,2024-09-17
593,4552,314,1,Worth buying,2024-11-14
594,4674,253,2,Not satisfied,2023-02-12
595,3532,408,1,Good value,2023-11-22
596,4357,181,2,Good value,2025-02-28
597,4542,477,5,Highly recommended,2024-11-11
598,216,270,3,Fast delivery,2024-12-29
599,398,456,3,Worth buying,2023-06-06
600,1054,364,2,Quality could improve,2024-01-15
601,928,339,3,Worth buying,2023-04-16
602,1638,16,1,Average quality,2023-08-05
603,2029,300,2,Highly recommended,2025-03-05
604,1207,70,1,Amazing experience,2024-04-25
605,676,68,4,Highly recommended,2023-05-26
606,2480,488,3,Good value,2023-10-29
607,3070,417,4,Quality could improve,2023-10-13
608,2107,257,1,Not satisfied,2023-12-18
609,2044,197,1,Quality could improve,2025-03-22
610,779,74,3,Excellent product,2024-04-25
611,436,199,2,Amazing experience,2023-05-04
612,3699,215,4,Average quality,2025-03-29
613,2410,75,1,Fast delivery,2023-03-11
614,4274,254,1,Not satisfied,2023-04-06
615,3601,394,2,Amazing experience,2025-01-21
616,4156,368,1,Very good,2024-02-13
617,4953,88,2,Fast delivery,2024-11-01
618,4386,149,3,Very good,2023-01-04
619,2642,291,3,Good value,2024-07-08
620,4196,181,5,Quality could improve,2025-02-14
621,1163,191,2,Worth buying,2025-05-06
622,648,44,1,Fast delivery,2023-07-02
623,2715,208,2,Worth buying,2025-03-10
624,1732,352,4,Fast delivery,2023-07-03
625,3405,196,5,Worth buying,2024-01-30
626,510,428,3,Quality could improve,2023-12-15
627,4892,461,2,Excellent product,2025-03-05
628,564,459,4,Fast delivery,2024-07-20
629,4347,488,2,Amazing experience,2024-09-11
630,540,210,3,Highly recommended,2025-02-20
631,4845,491,5,Quality could improve,2024-10-26
632,4966,293,5,Excellent product,2024-12-27
633,1149,357,1,Excellent product,2024-11-28
634,1752,252,1,Excellent product,2025-02-28
635,62,188,5,Amazing experience,2023-02-02
636,325,40,5,Fast delivery,2024-04-30
637,305,213,1,Average quality,2023-04-02
638,4572,166,3,Highly recommended,2023-08-29
